symbol,asOfDate,periodType,currencyCode,Amortization,AmortizationOfIntangiblesIncomeStatement,BasicAverageShares,BasicEPS,DepreciationAmortizationDepletionIncomeStatement,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,GainOnSaleOfBusiness,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,ImpairmentOfCapitalAssets,InsuranceAndClaims,InterestExpense,InterestIncome,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NormalizedIncome,OperatingRevenue,OtherGandA,OtherSpecialCharges,OtherunderPreferredStockDividend,PreferredStockDividends,PretaxIncome,ReconciledDepreciation,RestructuringAndMergernAcquisition,SalariesAndWages,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
JPM,1994-03-31,3M,USD,,,755263158.0,0.38,,,,755263158.0,0.38,287000000.0,,231000000.0,637000000.0,,,947000000.0,2090000000.0,319000000.0,287000000.0,319000000.0,,,319000000.0,319000000.0,319000000.0,1143000000.0,319000000.0,2074000000.0,,,,32000000.0,545000000.0,89000000.0,,637000000.0,,637000000.0,,0.0,226000000.0,0.4,2074000000.0,,,
JPM,1994-06-30,3M,USD,,,753488372.0,0.43,,,,753488372.0,0.43,324000000.0,,216000000.0,644000000.0,,,1034000000.0,2219000000.0,357000000.0,324000000.0,357000000.0,,,357000000.0,357000000.0,357000000.0,1185000000.0,357000000.0,2052000000.0,,,,33000000.0,611000000.0,57000000.0,,644000000.0,,644000000.0,,0.0,254000000.0,0.4,2052000000.0,,,
JPM,1994-09-30,3M,USD,,,769811321.0,0.53,,,,769811321.0,0.53,408000000.0,,218000000.0,682000000.0,,,1136000000.0,2313000000.0,439000000.0,408000000.0,439000000.0,,,439000000.0,439000000.0,439000000.0,1177000000.0,439000000.0,2161000000.0,,,,31000000.0,750000000.0,130000000.0,,682000000.0,,682000000.0,,0.0,311000000.0,0.4,2161000000.0,,,
JPM,1994-12-31,3M,USD,,,,,,,,,,149000000.0,,46000000.0,681000000.0,,,1297000000.0,2466000000.0,179000000.0,149000000.0,179000000.0,,,179000000.0,179000000.0,179000000.0,1169000000.0,179000000.0,1984000000.0,,,,30000000.0,306000000.0,101000000.0,,681000000.0,,681000000.0,,0.0,127000000.0,0.4,1984000000.0,,,
JPM,1995-03-31,3M,USD,,,785714286.0,0.49,,,,785714286.0,0.49,385000000.0,,-18000000.0,653000000.0,,,1510000000.0,2666000000.0,385000000.0,385000000.0,396000000.0,,-11000000.0,396000000.0,396000000.0,385000000.0,1156000000.0,396000000.0,2026000000.0,,,,,660000000.0,,,653000000.0,,653000000.0,,0.0,264000000.0,0.4,2026000000.0,,,
JPM,1995-06-30,3M,USD,,,794736842.0,0.57,,,,808928571.0,0.56,453000000.0,,69000000.0,674000000.0,,,1605000000.0,2767000000.0,453000000.0,453000000.0,453000000.0,,,453000000.0,453000000.0,453000000.0,1162000000.0,453000000.0,2123000000.0,,,,,755000000.0,,,674000000.0,,674000000.0,,0.0,302000000.0,0.4,2123000000.0,,,
JPM,1995-09-30,3M,USD,,,822413793.0,0.58,,,,836842105.0,0.57,477000000.0,,47000000.0,720000000.0,,,1636000000.0,2833000000.0,477000000.0,477000000.0,477000000.0,,,477000000.0,477000000.0,477000000.0,1197000000.0,477000000.0,2174000000.0,,,,,795000000.0,,,720000000.0,,720000000.0,,0.0,318000000.0,0.4,2174000000.0,,,
JPM,1995-12-31,3M,USD,,,,,,,,,,385000000.0,,21000000.0,719000000.0,,,1678000000.0,2852000000.0,490000000.0,385000000.0,490000000.0,,0.0,490000000.0,490000000.0,490000000.0,1174000000.0,490000000.0,2132000000.0,,,,,766000000.0,86000000.0,,719000000.0,,719000000.0,,0.0,276000000.0,0.360313,2132000000.0,,,
JPM,1996-03-31,3M,USD,,,751548000.0,-0.11,,,,751548000.0,-0.11,-89000000.0,,52000000.0,1381000000.0,,,2897000000.0,5063000000.0,-89000000.0,-89000000.0,-89000000.0,,,-89000000.0,-89000000.0,-89000000.0,2166000000.0,-89000000.0,4035000000.0,,,,,-303000000.0,208000000.0,,1381000000.0,,1381000000.0,,0.0,-214000000.0,0.4,4035000000.0,,,
JPM,1996-06-30,3M,USD,,,1335000000.0,0.6,,,,1335000000.0,0.6,801000000.0,,24000000.0,1271000000.0,,,2766000000.0,4789000000.0,856000000.0,801000000.0,856000000.0,,,856000000.0,856000000.0,856000000.0,2023000000.0,856000000.0,3954000000.0,,,,55000000.0,1380000000.0,198000000.0,,1271000000.0,,1271000000.0,,0.0,524000000.0,0.37971,3954000000.0,,,
JPM,1996-09-30,3M,USD,,,1227868852.0,0.61,,,,1269491525.0,0.59,749000000.0,,34000000.0,1251000000.0,,,2849000000.0,4918000000.0,858000000.0,749000000.0,858000000.0,,,858000000.0,858000000.0,858000000.0,2069000000.0,858000000.0,3925000000.0,,,,109000000.0,1385000000.0,225000000.0,,1251000000.0,,1251000000.0,,0.0,527000000.0,0.380505,3925000000.0,,,
JPM,1996-12-31,3M,USD,,,,,,,,,,781000000.0,,25000000.0,1255000000.0,,,3057000000.0,5139000000.0,836000000.0,781000000.0,836000000.0,,,836000000.0,836000000.0,836000000.0,2082000000.0,836000000.0,3938000000.0,,,,55000000.0,1349000000.0,238000000.0,,1255000000.0,,1255000000.0,,0.0,513000000.0,0.380282,3938000000.0,,,
JPM,1997-03-31,3M,USD,,,1301492537.0,0.67,,,,1321212121.0,0.66,872000000.0,,101000000.0,1346000000.0,,,3074000000.0,5125000000.0,927000000.0,872000000.0,927000000.0,,,927000000.0,927000000.0,927000000.0,2051000000.0,927000000.0,4150000000.0,,,,55000000.0,1483000000.0,235000000.0,,1346000000.0,,1346000000.0,,0.0,556000000.0,0.374916,4150000000.0,,,
JPM,1997-06-30,3M,USD,,,1266666667.0,0.69,,,,1304477612.0,0.67,874000000.0,,30000000.0,1329000000.0,,,3351000000.0,5333000000.0,925000000.0,874000000.0,925000000.0,,,925000000.0,925000000.0,925000000.0,1982000000.0,925000000.0,4140000000.0,,,,51000000.0,1480000000.0,236000000.0,,1329000000.0,,1329000000.0,,0.0,555000000.0,0.375,4140000000.0,,,
JPM,1997-09-30,3M,USD,,,1254666667.0,0.75,,,,1306944444.0,0.72,941000000.0,,58000000.0,1498000000.0,,,3449000000.0,5495000000.0,982000000.0,941000000.0,982000000.0,,,982000000.0,982000000.0,982000000.0,2046000000.0,982000000.0,4409000000.0,,,,41000000.0,1558000000.0,241000000.0,,1498000000.0,,1498000000.0,,0.0,576000000.0,0.369705,4409000000.0,,,
JPM,1997-12-31,3M,USD,,,,,,,,,,839000000.0,,123000000.0,1264000000.0,,,3724000000.0,5803000000.0,874000000.0,839000000.0,874000000.0,,,874000000.0,874000000.0,874000000.0,2079000000.0,874000000.0,4084000000.0,,,,35000000.0,1389000000.0,239000000.0,,1264000000.0,,1264000000.0,,0.0,515000000.0,0.37077,4084000000.0,,,
JPM,1998-03-31,3M,USD,,,1256363636.0,0.55,,,,1303773585.0,0.53,691000000.0,,83000000.0,1478000000.0,,,3629000000.0,5793000000.0,725000000.0,691000000.0,725000000.0,,,725000000.0,725000000.0,725000000.0,2164000000.0,725000000.0,4629000000.0,,,,34000000.0,1150000000.0,242000000.0,,1478000000.0,,1478000000.0,,0.0,425000000.0,0.369565,4629000000.0,,,
JPM,1998-06-30,3M,USD,,,1265060241.0,0.83,,,,1312500000.0,0.8,1050000000.0,,98000000.0,1485000000.0,,,3587000000.0,5623000000.0,1074000000.0,1050000000.0,1074000000.0,,,1074000000.0,1074000000.0,1074000000.0,2036000000.0,1074000000.0,4765000000.0,,,,24000000.0,1705000000.0,316000000.0,,1485000000.0,,1485000000.0,,0.0,631000000.0,0.370088,4765000000.0,,,
JPM,1998-09-30,3M,USD,,,1273437500.0,0.64,,,,1293650794.0,0.63,815000000.0,,261000000.0,1426000000.0,,,3226000000.0,5432000000.0,837000000.0,815000000.0,837000000.0,,,837000000.0,837000000.0,837000000.0,2206000000.0,837000000.0,4401000000.0,,,,22000000.0,1299000000.0,278000000.0,,1426000000.0,,1426000000.0,,0.0,462000000.0,0.355658,4401000000.0,,,
JPM,1998-12-31,3M,USD,,,,,,,,,,1128000000.0,,167000000.0,1490000000.0,,,3281000000.0,5441000000.0,1146000000.0,1128000000.0,1146000000.0,,,1146000000.0,1146000000.0,1146000000.0,2160000000.0,1146000000.0,5066000000.0,,,,18000000.0,1776000000.0,334000000.0,,1490000000.0,,1490000000.0,,0.0,630000000.0,0.35473,5066000000.0,,,
JPM,1999-03-31,3M,USD,,,1240136031.0,0.91,,,,1240136031.0,0.88,1155000000.0,,156000000.0,1639000000.0,,,2823000000.0,5027000000.0,1173000000.0,1155000000.0,1173000000.0,,,1173000000.0,1173000000.0,1173000000.0,2204000000.0,963305280.528053,5144000000.0,,,,18000000.0,1818000000.0,340000000.0,,1639000000.0,114000000.0,1753000000.0,,115305280.528053,645000000.0,0.354785,5144000000.0,325000000.0,325000000.0,
JPM,1999-06-30,3M,USD,,,1250000000.0,1.1,,,,1285046729.0,1.07,1375000000.0,,5000000.0,1654000000.0,,,2728000000.0,4873000000.0,1393000000.0,1375000000.0,1393000000.0,,,1393000000.0,1393000000.0,1393000000.0,2145000000.0,1062162500.0,5616000000.0,,,,18000000.0,2160000000.0,352000000.0,,1654000000.0,114000000.0,1768000000.0,,182162500.0,767000000.0,0.355093,5616000000.0,513000000.0,513000000.0,
JPM,1999-09-30,3M,USD,,,1231784000.0,0.95,,,,1273913000.0,0.91,1168000000.0,,-1000000.0,1655000000.0,,,2826000000.0,4996000000.0,1187000000.0,1168000000.0,1187000000.0,,,1187000000.0,1187000000.0,1187000000.0,2170000000.0,940035871.96468,5191000000.0,,,,19000000.0,1812000000.0,336000000.0,,1655000000.0,128000000.0,1783000000.0,,130035871.96468,625000000.0,0.344923,5191000000.0,377000000.0,377000000.0,
JPM,1999-12-31,3M,USD,,,,,,,,,,1677000000.0,,-59000000.0,1694000000.0,,,3116000000.0,5341000000.0,1693000000.0,1677000000.0,1693000000.0,,,1693000000.0,1693000000.0,1693000000.0,2225000000.0,868440232.108317,6266000000.0,,,,16000000.0,2585000000.0,375000000.0,,1694000000.0,103000000.0,1797000000.0,,434440232.108317,892000000.0,0.345068,6266000000.0,1259000000.0,1259000000.0,
JPM,2000-03-31,3M,USD,,,1235631895.0,1.1,,,,1235631895.0,1.06,1344000000.0,,14000000.0,2040000000.0,,,3448000000.0,5409000000.0,1360000000.0,1344000000.0,1360000000.0,,,1360000000.0,1360000000.0,1360000000.0,1961000000.0,1035107501.194458,5925000000.0,,,,16000000.0,2093000000.0,386000000.0,,2040000000.0,100000000.0,2140000000.0,,175107501.194458,733000000.0,0.350215,5925000000.0,500000000.0,500000000.0,
JPM,2000-06-30,3M,USD,,,1853100000.0,0.87,,,,1939200000.0,0.83,1074000000.0,,57000000.0,1866000000.0,,,3699000000.0,5614000000.0,1091000000.0,1074000000.0,1091000000.0,,,1091000000.0,1091000000.0,1091000000.0,1915000000.0,929659511.031604,5416000000.0,,,,17000000.0,1677000000.0,389000000.0,50000000.0,1866000000.0,121000000.0,1987000000.0,-50000000.0,86659511.031604,586000000.0,0.349434,5416000000.0,248000000.0,248000000.0,
JPM,2000-09-30,3M,USD,,,1267300000.0,0.73,,,,1311800000.0,0.69,871000000.0,,96000000.0,2017000000.0,,,4076000000.0,6069000000.0,884000000.0,871000000.0,884000000.0,,,884000000.0,884000000.0,884000000.0,1993000000.0,951600000.0,5400000000.0,,,,13000000.0,1360000000.0,445000000.0,79000000.0,2017000000.0,146000000.0,2163000000.0,-79000000.0,-36400000.0,476000000.0,0.35,5400000000.0,-104000000.0,-104000000.0,
JPM,2000-12-31,3M,USD,,,,,,,,,,2342000000.0,,62000000.0,6825000000.0,,,15908000000.0,19551000000.0,2392000000.0,2342000000.0,2392000000.0,,,2392000000.0,2392000000.0,2392000000.0,3643000000.0,3095724673.882875,16193000000.0,,,,50000000.0,3603000000.0,1325000000.0,1302000000.0,6825000000.0,228000000.0,7053000000.0,-1302000000.0,-356275326.117125,1211000000.0,0.336109,16193000000.0,-1060000000.0,-1060000000.0,
JPM,2001-03-31,3M,USD,,,1966600000.0,0.6,,,,2032200000.0,0.58,1178000000.0,,455000000.0,3357000000.0,,,6762000000.0,9180000000.0,1199000000.0,1178000000.0,1224000000.0,,-25000000.0,1224000000.0,1224000000.0,1199000000.0,2418000000.0,1169310638.297872,8253000000.0,,,,21000000.0,1880000000.0,730000000.0,328000000.0,3357000000.0,141000000.0,3498000000.0,-328000000.0,29310638.297872,656000000.0,0.348936,8253000000.0,84000000.0,84000000.0,
JPM,2001-06-30,3M,USD,,,1978400000.0,0.18,,,,2033600000.0,0.18,359000000.0,,67000000.0,3052000000.0,,,5688000000.0,8469000000.0,378000000.0,359000000.0,378000000.0,,,378000000.0,378000000.0,378000000.0,2781000000.0,716584615.384615,6871000000.0,,,,19000000.0,585000000.0,651000000.0,478000000.0,3052000000.0,144000000.0,3196000000.0,-478000000.0,-185415384.615385,207000000.0,0.353846,6871000000.0,-524000000.0,-524000000.0,
JPM,2001-09-30,3M,USD,,,1975300000.0,0.22,,,,2020900000.0,0.22,436000000.0,,142000000.0,2883000000.0,,,5050000000.0,7709000000.0,449000000.0,436000000.0,449000000.0,,,449000000.0,449000000.0,449000000.0,2659000000.0,900013452.914798,7349000000.0,,,,13000000.0,669000000.0,713000000.0,876000000.0,2883000000.0,137000000.0,3020000000.0,-876000000.0,-220986547.085202,220000000.0,0.328849,7349000000.0,-672000000.0,-672000000.0,
JPM,2001-12-31,3M,USD,,,,,,,,,,-345000000.0,,202000000.0,2652000000.0,,,3879000000.0,6823000000.0,-332000000.0,-345000000.0,-332000000.0,,0.0,-332000000.0,-332000000.0,-332000000.0,2944000000.0,124000000.0,6577000000.0,,,,13000000.0,-568000000.0,797000000.0,841000000.0,2652000000.0,179000000.0,2831000000.0,-841000000.0,-304000000.0,-236000000.0,0.4,6577000000.0,-760000000.0,-760000000.0,
JPM,2002-03-31,3M,USD,,,1978200000.0,0.49,,,,2005800000.0,0.48,969000000.0,,114000000.0,2823000000.0,,,3359000000.0,6286000000.0,982000000.0,969000000.0,982000000.0,,,982000000.0,982000000.0,982000000.0,2927000000.0,1157003362.474781,7598000000.0,,,,13000000.0,1487000000.0,631000000.0,255000000.0,2823000000.0,146000000.0,2969000000.0,-255000000.0,-89996637.525219,505000000.0,0.33961,7598000000.0,-265000000.0,-265000000.0,
JPM,2002-06-30,3M,USD,,,1982600000.0,0.51,,,,2016000000.0,0.5,1015000000.0,,124000000.0,2761000000.0,,,3616000000.0,6498000000.0,1028000000.0,1015000000.0,1028000000.0,,,1028000000.0,1028000000.0,1028000000.0,2882000000.0,1185595894.804362,7574000000.0,,,,13000000.0,1559000000.0,828000000.0,229000000.0,2761000000.0,144000000.0,2905000000.0,-229000000.0,-81404105.195638,531000000.0,0.340603,7574000000.0,-239000000.0,-239000000.0,
JPM,2002-09-30,3M,USD,,,1986000000.0,0.01,,,,2006000000.0,0.01,27000000.0,,578000000.0,2367000000.0,,,3580000000.0,6316000000.0,40000000.0,27000000.0,40000000.0,,,40000000.0,40000000.0,40000000.0,2736000000.0,288666666.666667,6947000000.0,,,,13000000.0,60000000.0,529000000.0,333000000.0,2367000000.0,179000000.0,2546000000.0,-333000000.0,-124333333.333333,20000000.0,0.333333,6947000000.0,-373000000.0,-373000000.0,
JPM,2002-12-31,3M,USD,,,,,,,,,,-399000000.0,,747000000.0,3032000000.0,,,3203000000.0,6184000000.0,-387000000.0,-399000000.0,-387000000.0,,,-387000000.0,-387000000.0,-387000000.0,2981000000.0,758836456.558773,7495000000.0,,,,12000000.0,-587000000.0,1438000000.0,393000000.0,3032000000.0,220000000.0,3252000000.0,-1693000000.0,-592163543.441227,-200000000.0,0.340716,7495000000.0,-1738000000.0,-1738000000.0,
JPM,2003-03-31,3M,USD,,,2000000000.0,0.69,,,,2022000000.0,0.69,1387000000.0,,485000000.0,3174000000.0,,,3048000000.0,6263000000.0,1400000000.0,1387000000.0,1400000000.0,,,1400000000.0,1400000000.0,1400000000.0,3215000000.0,1545805843.543827,8406000000.0,,,,13000000.0,2122000000.0,1060000000.0,,3174000000.0,164000000.0,3338000000.0,,-75194156.456173,722000000.0,0.340245,8406000000.0,-221000000.0,-221000000.0,
JPM,2003-06-30,3M,USD,,,2006000000.0,0.9,,,,2051000000.0,0.89,1815000000.0,,768000000.0,3231000000.0,,,2808000000.0,5871000000.0,1827000000.0,1815000000.0,1827000000.0,,,1827000000.0,1827000000.0,1827000000.0,3063000000.0,1912176364.293459,9034000000.0,,,,12000000.0,2767000000.0,1090000000.0,,3231000000.0,167000000.0,3398000000.0,-100000000.0,-43823635.706541,940000000.0,0.339718,9034000000.0,-129000000.0,-129000000.0,
JPM,2003-09-30,3M,USD,,,2012000000.0,0.8,,,,2068000000.0,0.78,1615000000.0,,164000000.0,2713000000.0,,,2648000000.0,5696000000.0,1628000000.0,1615000000.0,1628000000.0,,,1628000000.0,1628000000.0,1628000000.0,3048000000.0,1547604938.271605,7748000000.0,,,,13000000.0,2430000000.0,190000000.0,,2713000000.0,179000000.0,2892000000.0,,39604938.271605,802000000.0,0.330041,7748000000.0,120000000.0,120000000.0,
JPM,2003-12-31,3M,USD,,,,,,,,,,1851000000.0,,29000000.0,2577000000.0,,,2603000000.0,5614000000.0,1864000000.0,1851000000.0,1864000000.0,,,1864000000.0,1864000000.0,1864000000.0,3011000000.0,1751843484.680694,8068000000.0,,,,13000000.0,2709000000.0,761000000.0,,2577000000.0,200000000.0,2777000000.0,0.0,50843484.680694,845000000.0,0.311923,8068000000.0,163000000.0,163000000.0,
JPM,2004-03-31,3M,USD,,,2032000000.0,0.94,,,,2093000000.0,0.92,1917000000.0,,126000000.0,3370000000.0,,,2648000000.0,5478000000.0,1930000000.0,1917000000.0,1930000000.0,,,1930000000.0,1930000000.0,1930000000.0,2830000000.0,1726562177.058216,8977000000.0,,,,13000000.0,2903000000.0,762000000.0,,3370000000.0,199000000.0,3569000000.0,,102562177.058216,973000000.0,0.335171,8977000000.0,306000000.0,306000000.0,
JPM,2004-06-30,3M,USD,,,2042800000.0,-0.27,,,,2042800000.0,-0.27,-561000000.0,,39000000.0,3011000000.0,,,2628000000.0,5453000000.0,-548000000.0,-561000000.0,-548000000.0,,,-548000000.0,-548000000.0,-548000000.0,2825000000.0,1473400000.0,8599000000.0,,3700000000.0,,13000000.0,-1075000000.0,671000000.0,90000000.0,3011000000.0,202000000.0,3213000000.0,-3790000000.0,-1347600000.0,-527000000.0,0.4,8599000000.0,-3369000000.0,-3369000000.0,
JPM,2004-09-30,3M,USD,,,3513500000.0,0.4,,,,3592000000.0,0.39,1405000000.0,,413000000.0,4050000000.0,,,4041000000.0,9493000000.0,1418000000.0,1405000000.0,1418000000.0,,,1418000000.0,1418000000.0,1418000000.0,5452000000.0,1962326697.294538,12505000000.0,,,,13000000.0,1959000000.0,1171000000.0,752000000.0,4050000000.0,506000000.0,4556000000.0,-752000000.0,-207673302.705462,541000000.0,0.276161,12505000000.0,-752000000.0,-752000000.0,
JPM,2004-12-31,3M,USD,,,,,,,,,,1653000000.0,,569000000.0,4211000000.0,,,4533000000.0,9862000000.0,1666000000.0,1653000000.0,1666000000.0,,,1666000000.0,1666000000.0,1666000000.0,5329000000.0,2027993352.72123,12950000000.0,,0.0,,13000000.0,2407000000.0,1231000000.0,523000000.0,4211000000.0,428000000.0,4639000000.0,-523000000.0,-161006647.27877,741000000.0,0.307852,12950000000.0,-523000000.0,-523000000.0,
JPM,2005-03-31,3M,USD,,,3517500000.0,0.64,,,,3569800000.0,0.63,2259000000.0,,-45000000.0,4702000000.0,,,5407000000.0,10632000000.0,2264000000.0,2259000000.0,2264000000.0,,,2264000000.0,2264000000.0,2264000000.0,5225000000.0,2984645750.837648,13647000000.0,,900000000.0,,5000000.0,3283000000.0,1165000000.0,145000000.0,4702000000.0,483000000.0,5185000000.0,-1045000000.0,-324354249.162352,1019000000.0,0.310387,13647000000.0,-1045000000.0,-1045000000.0,
JPM,2005-06-30,3M,USD,,,3493000000.0,0.28,,,,3548300000.0,0.28,991000000.0,,407000000.0,4266000000.0,,,5948000000.0,10949000000.0,994000000.0,991000000.0,994000000.0,,,994000000.0,994000000.0,994000000.0,5001000000.0,2694949880.668258,12743000000.0,,1872000000.0,,3000000.0,1257000000.0,1056000000.0,279000000.0,4266000000.0,537000000.0,4803000000.0,-2151000000.0,-450050119.331742,263000000.0,0.209228,12743000000.0,-2151000000.0,-2151000000.0,
JPM,2005-09-30,3M,USD,,,3485000000.0,0.72,,,,3547700000.0,0.71,2524000000.0,,343000000.0,5001000000.0,,,6583000000.0,11435000000.0,2527000000.0,2524000000.0,2527000000.0,,,2527000000.0,2527000000.0,2527000000.0,4852000000.0,2675686634.717785,14465000000.0,,,,3000000.0,3756000000.0,1034000000.0,221000000.0,5001000000.0,512000000.0,5513000000.0,-221000000.0,-72313365.282215,1229000000.0,0.32721,14465000000.0,-221000000.0,-221000000.0,
JPM,2005-12-31,3M,USD,,,,,,,,,,2696000000.0,,-232000000.0,4286000000.0,,,7431000000.0,12184000000.0,2698000000.0,2696000000.0,2698000000.0,,,2698000000.0,2698000000.0,2698000000.0,4753000000.0,842651696.861444,13678000000.0,,,,2000000.0,3919000000.0,1063000000.0,77000000.0,4286000000.0,2692000000.0,6978000000.0,2695000000.0,839651696.861444,1221000000.0,0.311559,13678000000.0,2695000000.0,2695000000.0,
JPM,2006-03-31,3M,USD,,,3472700000.0,0.89,,,,3570800000.0,0.86,3077000000.0,,-116000000.0,5600000000.0,,,8241000000.0,13301000000.0,3081000000.0,3077000000.0,3081000000.0,,,3081000000.0,3081000000.0,3081000000.0,5060000000.0,3128012894.906512,15236000000.0,,,,4000000.0,4653000000.0,837000000.0,71000000.0,5600000000.0,519000000.0,6119000000.0,-71000000.0,-23987105.093488,1572000000.0,0.337847,15236000000.0,-71000000.0,-71000000.0,
JPM,2006-06-30,3M,USD,,,3473800000.0,1.02,,,,3572200000.0,0.99,3540000000.0,,-502000000.0,5268000000.0,,,9235000000.0,14413000000.0,3540000000.0,3540000000.0,3484000000.0,56000000.0,,3540000000.0,3484000000.0,3540000000.0,5178000000.0,3541498368.835156,14940000000.0,,,,,5211000000.0,883000000.0,86000000.0,5268000000.0,526000000.0,5794000000.0,-86000000.0,-28501631.164844,1727000000.0,0.331414,14940000000.0,-86000000.0,-86000000.0,
JPM,2006-09-30,3M,USD,,,3468600000.0,0.95,,,,3574000000.0,0.92,3297000000.0,,2676000000.0,5390000000.0,,,9557000000.0,14936000000.0,3297000000.0,3297000000.0,3232000000.0,65000000.0,,3297000000.0,3232000000.0,3297000000.0,5379000000.0,3263423131.45635,15400000000.0,,,,,4937000000.0,860000000.0,48000000.0,5390000000.0,550000000.0,5940000000.0,-48000000.0,-16576868.54365,1705000000.0,0.345351,15400000000.0,-48000000.0,-48000000.0,
JPM,2006-12-31,3M,USD,,,,,,,,,,4530000000.0,,-7831000000.0,4985000000.0,,,11001000000.0,16693000000.0,4526000000.0,4530000000.0,3906000000.0,620000000.0,,4526000000.0,3906000000.0,4526000000.0,5692000000.0,3981492848.859683,16054000000.0,,,,0.0,5174000000.0,997000000.0,100000000.0,4985000000.0,614000000.0,5599000000.0,-100000000.0,-24507151.140317,1268000000.0,0.245072,16054000000.0,-100000000.0,-100000000.0,
JPM,2007-03-31,3M,USD,,,3456400000.0,1.38,,,,3559500000.0,1.34,4787000000.0,,4473000000.0,6234000000.0,,,10518000000.0,16636000000.0,4787000000.0,4787000000.0,4787000000.0,,,4787000000.0,4787000000.0,4787000000.0,6118000000.0,4827479268.957992,18968000000.0,,,,,7332000000.0,876000000.0,62000000.0,6234000000.0,482000000.0,6716000000.0,-62000000.0,-21520731.042008,2545000000.0,0.347109,18968000000.0,-62000000.0,-62000000.0,
JPM,2007-06-30,3M,USD,,,3415100000.0,1.24,,,,3521600000.0,1.2,4234000000.0,,3343000000.0,6309000000.0,,,11174000000.0,17489000000.0,4234000000.0,4234000000.0,4234000000.0,,,4234000000.0,4234000000.0,4234000000.0,6315000000.0,4276666666.666667,18908000000.0,,,,,6351000000.0,927000000.0,64000000.0,6309000000.0,457000000.0,6766000000.0,-64000000.0,-21333333.333333,2117000000.0,0.333333,18908000000.0,-64000000.0,-64000000.0,
JPM,2007-09-30,3M,USD,,,3375900000.0,1.0,,,,3477700000.0,0.97,3373000000.0,,474000000.0,4677000000.0,,,11893000000.0,19219000000.0,3373000000.0,3373000000.0,3373000000.0,,,3373000000.0,3373000000.0,3373000000.0,7326000000.0,3414150600.0,16112000000.0,,,,,5000000000.0,957000000.0,61000000.0,4677000000.0,561000000.0,5238000000.0,-61000000.0,-19849400.0,1627000000.0,0.3254,16112000000.0,-61000000.0,-61000000.0,
JPM,2007-12-31,3M,USD,,,,,,,,,,2971000000.0,,-8126000000.0,5469000000.0,,,11396000000.0,18043000000.0,2971000000.0,2971000000.0,2971000000.0,,,2971000000.0,2971000000.0,2971000000.0,6647000000.0,2986856865.599224,17384000000.0,,,,,4122000000.0,1061000000.0,22000000.0,5469000000.0,570000000.0,6039000000.0,-22000000.0,-6143134.400776,1151000000.0,0.279233,17384000000.0,-22000000.0,-22000000.0,
JPM,2008-03-31,3M,USD,,,3396000000.0,0.7,,,,3494700000.0,0.68,2373000000.0,,-770000000.0,4951000000.0,,,9873000000.0,17532000000.0,2373000000.0,2373000000.0,2373000000.0,,,2373000000.0,2373000000.0,2373000000.0,7659000000.0,2373000000.0,16890000000.0,,,,,3535000000.0,923000000.0,,4951000000.0,546000000.0,5497000000.0,,0.0,1162000000.0,0.328713,16890000000.0,,,
JPM,2008-06-30,3M,USD,,,3426200000.0,0.54,,,,3453100000.0,0.53,2003000000.0,,647000000.0,6913000000.0,,,8235000000.0,16529000000.0,2003000000.0,2003000000.0,2003000000.0,,,2003000000.0,2003000000.0,2003000000.0,8294000000.0,2115202746.657029,18399000000.0,,,,,2767000000.0,1212000000.0,155000000.0,6913000000.0,413000000.0,7326000000.0,-155000000.0,-42797253.342971,764000000.0,0.276111,18399000000.0,-155000000.0,-155000000.0,
JPM,2008-09-30,3M,USD,305000000.0,305000000.0,3411100000.0,0.141403,305000000.0,305000000.0,,3512900000.0,0.141403,527000000.0,,424000000.0,5858000000.0,,,8332000000.0,17326000000.0,527000000.0,527000000.0,-54000000.0,0.0,581000000.0,-54000000.0,-54000000.0,527000000.0,8994000000.0,8400000.0,14737000000.0,1112000000.0,,,,-2187000000.0,305000000.0,96000000.0,5858000000.0,453000000.0,6311000000.0,-96000000.0,-33600000.0,-2133000000.0,0.35,14737000000.0,-96000000.0,-96000000.0,
JPM,2008-12-31,3M,USD,326000000.0,326000000.0,3737500000.0,0.07,326000000.0,326000000.0,,3737500000.0,0.07,279000000.0,,456000000.0,5024000000.0,,,7799000000.0,21631000000.0,702000000.0,279000000.0,-623000000.0,,1325000000.0,-623000000.0,-623000000.0,702000000.0,13832000000.0,-505350000.0,17226000000.0,1207000000.0,,,423000000.0,-1342000000.0,326000000.0,181000000.0,5024000000.0,501000000.0,5525000000.0,-181000000.0,-63350000.0,-719000000.0,0.35,17226000000.0,-181000000.0,-181000000.0,
