symbol,asOfDate,periodType,currencyCode,AmortizationCashFlow,AmortizationOfIntangibles,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,CashFlowFromContinuingFinancingActivities,CashFlowFromContinuingInvestingActivities,CashFlowFromContinuingOperatingActivities,ChangeInAccountPayable,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInOtherWorkingCapital,ChangeInPayable,ChangeInPayablesAndAccruedExpense,ChangeInReceivables,ChangeInWorkingCapital,ChangesInAccountReceivables,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredIncomeTax,DeferredTax,Depreciation,DepreciationAmortizationDepletion,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnInvestmentSecurities,IncomeTaxPaidSupplementalData,InterestPaidSupplementalData,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,NetPreferredStockIssuance,NetShortTermDebtIssuance,OperatingCashFlow,OperatingGainsLosses,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,PreferredStockIssuance,PreferredStockPayments,ProceedsFromStockOptionExercised,PurchaseOfBusiness,PurchaseOfInvestment,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfInvestment,SaleOfPPE,ShortTermDebtIssuance,ShortTermDebtPayments,StockBasedCompensation
GS,1999-02-28,3M,USD,,,2836000000.0,-103000000.0,0.0,2957000000.0,-45000000.0,-2403000000.0,,509000000.0,,,5966000000.0,-5440000000.0,-5440000000.0,260000000.0,786000000.0,,509000000.0,,,,,,,97000000.0,97000000.0,,3345000000.0,2957000000.0,-2506000000.0,,,,-45000000.0,,4468000000.0,4468000000.0,-3748000000.0,,,1007000000.0,1007000000.0,58000000.0,3287000000.0,720000000.0,-330000000.0,,-103000000.0,,2567000000.0,-2403000000.0,,,-4293000000.0,,,,,,,-3748000000.0,,,,,,
GS,1999-05-31,3M,USD,,,3345000000.0,-93000000.0,,-712000000.0,-8000000.0,917000000.0,,197000000.0,,,,,,,-9884000000.0,,197000000.0,,,,,,,61000000.0,61000000.0,,0.0,-712000000.0,824000000.0,,,,-8000000.0,,2532000000.0,2532000000.0,3447000000.0,,,340000000.0,340000000.0,,689000000.0,5979000000.0,-4040000000.0,,-93000000.0,,-5290000000.0,917000000.0,,,12539000000.0,,,,,,,3447000000.0,,,,,,
GS,1999-08-31,3M,USD,,,0.0,-172000000.0,,2375000000.0,-196000000.0,-3821000000.0,,-1642000000.0,,,,,,,-652000000.0,,-1642000000.0,,,,751000000.0,751000000.0,,71000000.0,71000000.0,,1900000000.0,2375000000.0,-3993000000.0,,,,-196000000.0,,2098000000.0,2098000000.0,-271000000.0,,0.0,638000000.0,638000000.0,,5270000000.0,1827000000.0,-2842000000.0,-24000000.0,-172000000.0,,3443000000.0,-3821000000.0,,,-4629000000.0,,,,,,,-271000000.0,,,,,,
GS,1999-11-30,3M,USD,,,1900000000.0,-475000000.0,-54000000.0,8842000000.0,-405000000.0,-7282000000.0,,1155000000.0,,,,,,,7213000000.0,,1155000000.0,,,,1000000.0,1000000.0,,108000000.0,108000000.0,,3055000000.0,8842000000.0,-7757000000.0,,,,-405000000.0,,1902000000.0,1902000000.0,-181000000.0,,-6000000.0,723000000.0,723000000.0,,6060000000.0,1721000000.0,2842000000.0,70000000.0,-475000000.0,,4339000000.0,-7282000000.0,,,-15327000000.0,,,,,,,-181000000.0,,,,,,
GS,2000-02-29,3M,USD,,,3055000000.0,-292000000.0,-54000000.0,4935000000.0,-241000000.0,-4917000000.0,,-223000000.0,,,,,,,-4824000000.0,,-223000000.0,,,,,,,101000000.0,101000000.0,,2832000000.0,4935000000.0,-5209000000.0,,,,-241000000.0,,5006000000.0,5006000000.0,-18000000.0,,,887000000.0,887000000.0,,4989000000.0,4988000000.0,,51000000.0,-292000000.0,,1000000.0,-4917000000.0,,,-1081000000.0,,,,,,,-18000000.0,,,,,,
GS,2000-05-31,3M,USD,,,2832000000.0,-291000000.0,-54000000.0,6160000000.0,-172000000.0,-4838000000.0,,1150000000.0,,,,,,,7905000000.0,,1150000000.0,,,,,,,102000000.0,102000000.0,,3982000000.0,6160000000.0,-5129000000.0,,,,-172000000.0,,3165000000.0,3165000000.0,-290000000.0,,,755000000.0,755000000.0,,6269000000.0,2875000000.0,,119000000.0,-291000000.0,,3394000000.0,-4838000000.0,,,-13600000000.0,,,,,,,-290000000.0,,,,,,
GS,2000-08-31,3M,USD,,,3982000000.0,-407000000.0,-55000000.0,-4981000000.0,-695000000.0,4730000000.0,,-946000000.0,,,,,,,-11944000000.0,,-946000000.0,,,,,,,119000000.0,119000000.0,,3036000000.0,-4981000000.0,4323000000.0,,,,-695000000.0,,4986000000.0,4986000000.0,-19000000.0,,-10000000.0,824000000.0,824000000.0,,-4916000000.0,4967000000.0,,-288000000.0,-407000000.0,,-9883000000.0,4730000000.0,,,15731000000.0,,,,,,,-19000000.0,,,,,,
GS,2000-11-30,3M,USD,,,3036000000.0,-2550000000.0,-54000000.0,-12778000000.0,-2548000000.0,16160000000.0,,834000000.0,,,,,,,14585000000.0,,834000000.0,,,,,,,164000000.0,164000000.0,,3870000000.0,-12778000000.0,13610000000.0,,,,-2548000000.0,,2903000000.0,2903000000.0,-455000000.0,,-582000000.0,601000000.0,601000000.0,,-12142000000.0,2448000000.0,,2000000.0,-2550000000.0,,-14590000000.0,16160000000.0,,,1162000000.0,,,,,,,-455000000.0,,,,,,
GS,2001-02-28,3M,USD,,,3870000000.0,-498000000.0,-58000000.0,4890000000.0,-528000000.0,-3448000000.0,,914000000.0,,,,,,,-2017000000.0,,914000000.0,,,,,,,196000000.0,196000000.0,,4784000000.0,4890000000.0,-3946000000.0,,,,-528000000.0,,1497000000.0,1497000000.0,,,-373000000.0,768000000.0,768000000.0,,5321000000.0,1497000000.0,,-30000000.0,-498000000.0,,3824000000.0,-3448000000.0,,,-2395000000.0,,,,,,,,,,,,,
GS,2001-05-31,3M,USD,,,4784000000.0,-347000000.0,-58000000.0,10866000000.0,-390000000.0,-11654000000.0,,-1178000000.0,,,,,,,-12785000000.0,,-1178000000.0,,,,,,,209000000.0,209000000.0,,3606000000.0,10866000000.0,-12001000000.0,,,,-390000000.0,,2136000000.0,2136000000.0,,,-261000000.0,577000000.0,577000000.0,,11185000000.0,2136000000.0,,41000000.0,-347000000.0,,9049000000.0,-11654000000.0,,,345000000.0,,,,,,,,,,,,,
GS,2001-08-31,3M,USD,,,3606000000.0,-291000000.0,-58000000.0,-8237000000.0,-777000000.0,10039000000.0,,1025000000.0,,,,,,,9006000000.0,,1025000000.0,,,,,,,226000000.0,226000000.0,,4631000000.0,-8237000000.0,9748000000.0,,,,-777000000.0,,1261000000.0,1261000000.0,,-187000000.0,-518000000.0,468000000.0,468000000.0,,-7661000000.0,1117000000.0,,-299000000.0,-291000000.0,,-8778000000.0,10039000000.0,,,339000000.0,,,,,,,,,,,,,
GS,2001-11-30,3M,USD,,,4631000000.0,-234000000.0,-57000000.0,12605000000.0,-214000000.0,-10113000000.0,,2278000000.0,,,,,,,-13404000000.0,,2278000000.0,,,,,,,242000000.0,242000000.0,,6909000000.0,12605000000.0,-10347000000.0,,,,-214000000.0,,1800000000.0,1800000000.0,0.0,-43000000.0,-286000000.0,497000000.0,497000000.0,,12948000000.0,1800000000.0,,63000000.0,-234000000.0,,11148000000.0,-10113000000.0,,,2500000000.0,,,,,,,0.0,,,,,,
GS,2002-02-28,3M,USD,,,6909000000.0,-206000000.0,-57000000.0,3992000000.0,-183000000.0,-3741000000.0,,68000000.0,,,,,,,-2396000000.0,,68000000.0,,,,,,,168000000.0,168000000.0,,6977000000.0,3992000000.0,-3947000000.0,,,,-183000000.0,,,,5139000000.0,,-283000000.0,524000000.0,524000000.0,,5995000000.0,5139000000.0,-1663000000.0,23000000.0,-206000000.0,,856000000.0,-3741000000.0,,,-2037000000.0,,,,,,,5139000000.0,,,,,,
GS,2002-05-31,3M,USD,,,6977000000.0,-101000000.0,-56000000.0,-1352000000.0,-177000000.0,854000000.0,,-675000000.0,,,,,,,-525000000.0,,-675000000.0,,,,,,,185000000.0,185000000.0,,6302000000.0,-1352000000.0,753000000.0,,,,-177000000.0,,,,-6187000000.0,,-349000000.0,563000000.0,563000000.0,,-2610000000.0,879000000.0,,-76000000.0,-101000000.0,,-3489000000.0,854000000.0,,,631000000.0,,,,,,,-6187000000.0,,,,,,
GS,2002-08-31,3M,USD,,,6302000000.0,-523000000.0,-58000000.0,14208000000.0,-584000000.0,-16237000000.0,,-2613000000.0,,,,,,,-17454000000.0,,-2613000000.0,,,,,,,192000000.0,192000000.0,,3689000000.0,14208000000.0,-16760000000.0,,,,-584000000.0,,2915000000.0,2915000000.0,-91000000.0,,-400000000.0,522000000.0,522000000.0,,14666000000.0,2824000000.0,,7000000.0,-523000000.0,,11842000000.0,-16237000000.0,,,503000000.0,,,,,,,-91000000.0,,,,,,
GS,2002-11-30,3M,USD,,,3689000000.0,-178000000.0,-57000000.0,-7755000000.0,-159000000.0,9047000000.0,,1133000000.0,,,,,,,8131000000.0,,1133000000.0,,,,,,,199000000.0,199000000.0,,4822000000.0,-7755000000.0,8869000000.0,,,,-159000000.0,,2759000000.0,2759000000.0,-7219000000.0,0.0,-383000000.0,505000000.0,505000000.0,,-7315000000.0,-4460000000.0,,19000000.0,-178000000.0,,-2855000000.0,9047000000.0,,,-18000000.0,,,,,,,-7219000000.0,,,,,,
GS,2003-02-28,3M,USD,,,4822000000.0,-113000000.0,-57000000.0,9411000000.0,-1515000000.0,-8130000000.0,,-234000000.0,,,,,,,3672000000.0,,-234000000.0,,,,,,,189000000.0,189000000.0,,4588000000.0,9411000000.0,-8243000000.0,,,,-1515000000.0,,6053000000.0,6053000000.0,-2350000000.0,,-255000000.0,662000000.0,662000000.0,,9723000000.0,3703000000.0,,-1402000000.0,-113000000.0,,6020000000.0,-8130000000.0,,,-12653000000.0,,,,,,,-2350000000.0,,,,,,
GS,2003-05-31,3M,USD,,,4588000000.0,-143000000.0,-56000000.0,7704000000.0,-52000000.0,-5032000000.0,,2620000000.0,,,,,,,-32610000000.0,,2620000000.0,,,,,,,185000000.0,185000000.0,,7208000000.0,7704000000.0,-5175000000.0,,,,-52000000.0,,8970000000.0,8970000000.0,-1636000000.0,,-257000000.0,695000000.0,695000000.0,,8017000000.0,7334000000.0,,91000000.0,-143000000.0,,683000000.0,-5032000000.0,,,26698000000.0,,,,,,,-1636000000.0,,,,,,
GS,2003-08-31,3M,USD,,,7208000000.0,-116000000.0,-118000000.0,3922000000.0,-786000000.0,-3703000000.0,,-567000000.0,,,,,,,31862000000.0,,-567000000.0,,,,,,,170000000.0,170000000.0,,6641000000.0,3922000000.0,-3819000000.0,,,,-786000000.0,,7610000000.0,7610000000.0,-772000000.0,,-204000000.0,677000000.0,677000000.0,,4099000000.0,6838000000.0,,,-116000000.0,,-2739000000.0,-3703000000.0,,,-13471000000.0,,,,,,,-772000000.0,,,,,,
GS,2003-11-30,3M,USD,,,6641000000.0,-220000000.0,-119000000.0,-456000000.0,-308000000.0,1210000000.0,,446000000.0,,,,,,,-24067000000.0,,446000000.0,,,,,,,337000000.0,337000000.0,,7087000000.0,-456000000.0,990000000.0,,,,-308000000.0,,5605000000.0,5605000000.0,-2713000000.0,-401000000.0,-80000000.0,971000000.0,971000000.0,,-343000000.0,2892000000.0,86000000.0,,-220000000.0,,-3235000000.0,1210000000.0,,,935000000.0,,,,,,,-2713000000.0,,,,,,
GS,2004-02-29,3M,USD,,,7087000000.0,-157000000.0,-125000000.0,15150000000.0,-455000000.0,-14832000000.0,,-137000000.0,,,,,,,-12669000000.0,,-137000000.0,,,,,,,167000000.0,167000000.0,,6950000000.0,15150000000.0,-14989000000.0,,,,-455000000.0,,15289000000.0,15289000000.0,-2729000000.0,-94000000.0,-306000000.0,1293000000.0,1293000000.0,,15524000000.0,12560000000.0,57000000.0,-204000000.0,-157000000.0,,2964000000.0,-14832000000.0,,,-3623000000.0,,,,,,,-2729000000.0,,,,,,
GS,2004-05-31,3M,USD,,,6950000000.0,-71000000.0,-123000000.0,-1502000000.0,133000000.0,2460000000.0,,1091000000.0,,,,,,,-3941000000.0,,1091000000.0,,,,,,,152000000.0,152000000.0,,8041000000.0,-1502000000.0,2389000000.0,,,,133000000.0,,6724000000.0,6724000000.0,-3095000000.0,,-279000000.0,1187000000.0,1187000000.0,,-1281000000.0,3629000000.0,181000000.0,110000000.0,-71000000.0,,-4910000000.0,2460000000.0,,,5062000000.0,,,,,,,-3095000000.0,,,,,,
GS,2004-08-31,3M,USD,,,8041000000.0,,-124000000.0,13162000000.0,90000000.0,-13543000000.0,,-291000000.0,,,,,,,13979000000.0,,-291000000.0,,,,,,,148000000.0,148000000.0,,7750000000.0,13162000000.0,-13453000000.0,,,,90000000.0,,5855000000.0,5855000000.0,-1997000000.0,,-303000000.0,879000000.0,879000000.0,,13482000000.0,3858000000.0,107000000.0,,90000000.0,,9624000000.0,-13543000000.0,,,-28549000000.0,,,,,,,-1997000000.0,,,,,,
GS,2004-11-30,3M,USD,,,7750000000.0,-470000000.0,-125000000.0,4943000000.0,-631000000.0,-7697000000.0,,-3385000000.0,,,,,,,-2850000000.0,,-3385000000.0,,,,,,,157000000.0,157000000.0,,4365000000.0,4943000000.0,-8167000000.0,,,,-631000000.0,,11415000000.0,11415000000.0,-2377000000.0,-161000000.0,-396000000.0,1194000000.0,1194000000.0,,5261000000.0,9038000000.0,203000000.0,,-470000000.0,,-3777000000.0,-7697000000.0,,,-7238000000.0,,,,,,,-2377000000.0,,,,,,
GS,2005-02-28,3M,USD,,,4365000000.0,-507000000.0,-128000000.0,7900000000.0,-1024000000.0,-5710000000.0,,1166000000.0,,,,,,,-5303000000.0,,1166000000.0,,,,,,,198000000.0,198000000.0,,5531000000.0,7900000000.0,-6217000000.0,,,,-1024000000.0,,18821000000.0,18821000000.0,-6253000000.0,-517000000.0,-816000000.0,1512000000.0,1512000000.0,,8670000000.0,12568000000.0,174000000.0,,-507000000.0,,-3898000000.0,-5710000000.0,,,-2117000000.0,,,,,,,-6253000000.0,,,,,,
GS,2005-05-31,3M,USD,,,5531000000.0,-132000000.0,-126000000.0,4289000000.0,-25000000.0,-1753000000.0,,2511000000.0,,,,,,,20161000000.0,,2511000000.0,,,,,,,230000000.0,230000000.0,,8042000000.0,4289000000.0,-1885000000.0,,,,-25000000.0,,6782000000.0,6782000000.0,-4941000000.0,,-677000000.0,865000000.0,865000000.0,,4571000000.0,1841000000.0,521000000.0,,-132000000.0,,2730000000.0,-1753000000.0,,,-23009000000.0,,,,,,,-4941000000.0,,,,,,
GS,2005-08-31,3M,USD,,,8042000000.0,-386000000.0,-131000000.0,4232000000.0,122000000.0,-5501000000.0,,-1147000000.0,,,,,,,-37505000000.0,,-1147000000.0,,,,,,,210000000.0,210000000.0,,6895000000.0,4232000000.0,-5887000000.0,,,,122000000.0,,10066000000.0,10066000000.0,-5612000000.0,,-2297000000.0,1617000000.0,1617000000.0,,5794000000.0,4454000000.0,128000000.0,1031000000.0,-386000000.0,,1340000000.0,-5501000000.0,,,30177000000.0,,,,,,,-5612000000.0,,,,,,
GS,2005-11-30,3M,USD,,,6895000000.0,-396000000.0,-126000000.0,2952000000.0,-137000000.0,551000000.0,,3366000000.0,,,,,,,-26229000000.0,,3366000000.0,,,,,,,216000000.0,216000000.0,,10261000000.0,2952000000.0,155000000.0,,,,-137000000.0,,7508000000.0,7508000000.0,-5534000000.0,-33000000.0,-2175000000.0,1632000000.0,1632000000.0,,4035000000.0,1974000000.0,237000000.0,18000000.0,-396000000.0,981000000.0,2061000000.0,551000000.0,,,25382000000.0,,,,,,,-5534000000.0,,,,,,
GS,2006-02-28,3M,USD,,,10261000000.0,-674000000.0,-148000000.0,16886000000.0,-920000000.0,-19656000000.0,,-3690000000.0,,,,,,,-8691000000.0,,-3690000000.0,,,,,,,219000000.0,219000000.0,,6571000000.0,16886000000.0,-20330000000.0,,,,-920000000.0,,18239000000.0,18239000000.0,-4011000000.0,-270000000.0,-1132000000.0,2479000000.0,2479000000.0,,18166000000.0,14228000000.0,,24000000.0,-674000000.0,,3938000000.0,-19656000000.0,,,-13663000000.0,,,,,,,-4011000000.0,,,,,,
GS,2006-05-31,3M,USD,,,6571000000.0,-360000000.0,-192000000.0,15273000000.0,514000000.0,-14636000000.0,,1151000000.0,,,,,,,-31481000000.0,,1151000000.0,,,,,,,259000000.0,259000000.0,,7722000000.0,15273000000.0,-14996000000.0,,,,514000000.0,,18199000000.0,18199000000.0,-6938000000.0,-293000000.0,-1335000000.0,2312000000.0,2312000000.0,,13378000000.0,11261000000.0,,,-360000000.0,,2117000000.0,-14636000000.0,,,14274000000.0,,,,,,,-6938000000.0,,,,,,
GS,2006-08-31,3M,USD,,,7722000000.0,-576000000.0,-203000000.0,12573000000.0,-2957000000.0,-7275000000.0,,2341000000.0,,,,,,,-17136000000.0,,2341000000.0,,,,,,,251000000.0,251000000.0,,10063000000.0,12573000000.0,-7851000000.0,,,,-2957000000.0,,11164000000.0,11164000000.0,-4783000000.0,-217000000.0,-498000000.0,1594000000.0,1594000000.0,-2164000000.0,11803000000.0,6381000000.0,971000000.0,,-576000000.0,500000000.0,5422000000.0,-7275000000.0,,,8016000000.0,,,,,,,-4783000000.0,,4199000000.0,,,,
GS,2006-11-30,3M,USD,,,10063000000.0,-134000000.0,-211000000.0,8665000000.0,-6385000000.0,-6050000000.0,,-3770000000.0,,,,,,,-2990000000.0,,-3770000000.0,,,,,,,266000000.0,266000000.0,,6293000000.0,8665000000.0,-6184000000.0,,,,-6385000000.0,,15688000000.0,15688000000.0,-5198000000.0,-881000000.0,-3239000000.0,3152000000.0,3152000000.0,-5439000000.0,11838000000.0,10490000000.0,277000000.0,,-65000000.0,0.0,1348000000.0,-6050000000.0,,,-20858000000.0,,,,,-6559000000.0,,-5198000000.0,,1120000000.0,,,,
GS,2007-02-28,3M,USD,,,6293000000.0,-568000000.0,-212000000.0,15040000000.0,-424000000.0,-14022000000.0,,594000000.0,,,,,,,-14418000000.0,,594000000.0,,,,,,,272000000.0,272000000.0,,6887000000.0,15040000000.0,-14590000000.0,,,,-424000000.0,,18141000000.0,18141000000.0,-4459000000.0,-55000000.0,-2377000000.0,3197000000.0,3197000000.0,199000000.0,15575000000.0,13682000000.0,2054000000.0,,-568000000.0,,1893000000.0,-14022000000.0,,,-3073000000.0,,,,,,,-4459000000.0,,199000000.0,,,,
GS,2007-05-31,3M,USD,,,6887000000.0,-446000000.0,-207000000.0,33233000000.0,-900000000.0,-31211000000.0,,1122000000.0,,,,,,,-40930000000.0,,1122000000.0,,,,,,,281000000.0,281000000.0,,8009000000.0,33233000000.0,-31657000000.0,,,,-900000000.0,,17738000000.0,17738000000.0,-5838000000.0,-576000000.0,-990000000.0,2333000000.0,2333000000.0,122000000.0,31474000000.0,11900000000.0,723000000.0,,-446000000.0,,19574000000.0,-31211000000.0,,,7105000000.0,,,,,,,-5838000000.0,,122000000.0,,,,
GS,2007-08-31,3M,USD,,,8009000000.0,-414000000.0,-205000000.0,22395000000.0,1247000000.0,-18996000000.0,,4646000000.0,,,,,,,-26068000000.0,,4646000000.0,,,,,,,283000000.0,283000000.0,,12655000000.0,22395000000.0,-19410000000.0,,,,1247000000.0,,29457000000.0,29457000000.0,-7860000000.0,-754000000.0,-2372000000.0,2854000000.0,2854000000.0,2415000000.0,22033000000.0,21597000000.0,1783000000.0,,-414000000.0,,436000000.0,-18996000000.0,,,3935000000.0,,,,,,,-7860000000.0,,3090000000.0,,,,
GS,2007-11-30,3M,USD,,,12655000000.0,-702000000.0,-207000000.0,2722000000.0,473000000.0,-3968000000.0,,-773000000.0,,,,,,,-4141000000.0,,-773000000.0,,,,,,,331000000.0,331000000.0,,11882000000.0,2722000000.0,-4670000000.0,,,,473000000.0,,13883000000.0,13883000000.0,-4021000000.0,-515000000.0,-2426000000.0,3215000000.0,3215000000.0,1597000000.0,3001000000.0,9862000000.0,1070000000.0,,-609000000.0,,-6861000000.0,-3968000000.0,,,4460000000.0,,,,,-197000000.0,,-4021000000.0,,1794000000.0,,,,
GS,2008-02-29,3M,USD,,,11882000000.0,-361000000.0,-201000000.0,26435000000.0,-2953000000.0,-22649000000.0,,833000000.0,,,,,,,-431000000.0,,833000000.0,,,,,,,343000000.0,343000000.0,,12715000000.0,26435000000.0,-23010000000.0,,,,-2953000000.0,,23981000000.0,23981000000.0,-10834000000.0,-2156000000.0,-1497000000.0,1511000000.0,1511000000.0,-436000000.0,16410000000.0,13147000000.0,11723000000.0,,-361000000.0,,3263000000.0,-22649000000.0,,,-24072000000.0,,,,,-1109000000.0,,-10834000000.0,,673000000.0,,,,
GS,2008-05-31,3M,USD,,,12715000000.0,-617000000.0,-192000000.0,-7756000000.0,-610000000.0,9432000000.0,,1066000000.0,,,,,,,21708000000.0,,1066000000.0,,,,,,,311000000.0,311000000.0,,13781000000.0,-7756000000.0,8815000000.0,,,,-610000000.0,,12823000000.0,12823000000.0,-4565000000.0,-43000000.0,-94000000.0,2087000000.0,2087000000.0,50000000.0,-10632000000.0,8258000000.0,-10986000000.0,,-617000000.0,,-18890000000.0,9432000000.0,,,-14674000000.0,,,,,-1447000000.0,,-4565000000.0,,1497000000.0,,,,
GS,2008-08-31,3M,USD,,,13781000000.0,-481000000.0,-194000000.0,-3790000000.0,-444000000.0,2613000000.0,,-1621000000.0,,,,,,,-30269000000.0,,-1621000000.0,,,,,,,392000000.0,392000000.0,,12160000000.0,-3790000000.0,2132000000.0,,,,-444000000.0,,10209000000.0,10209000000.0,-13134000000.0,-318000000.0,-180000000.0,845000000.0,845000000.0,355000000.0,-2904000000.0,-2925000000.0,-45000000.0,,-481000000.0,,21000000.0,2613000000.0,,,31645000000.0,,,,,-684000000.0,,-13134000000.0,,1039000000.0,,,,
GS,2008-11-30,3M,USD,,,12160000000.0,-568000000.0,-263000000.0,-6988000000.0,-330000000.0,12498000000.0,,5180000000.0,,,,,,,7091000000.0,,5180000000.0,,,,,,,579000000.0,579000000.0,,15740000000.0,-6988000000.0,11930000000.0,,,,-330000000.0,,3254000000.0,3254000000.0,-17699000000.0,-96000000.0,5842000000.0,-2121000000.0,-2121000000.0,213000000.0,-26861000000.0,-14445000000.0,703000000.0,,-447000000.0,,-12416000000.0,12498000000.0,,,-12274000000.0,,,,,-611000000.0,,-17699000000.0,,824000000.0,,,,
GS,2009-03-31,3M,USD,38000000.0,38000000.0,13805000000.0,-278000000.0,-545000000.0,19328000000.0,-913000000.0,3197000000.0,,21612000000.0,55489000000.0,-38810000000.0,-6674000000.0,-17879000000.0,-17879000000.0,8140000000.0,266000000.0,,21612000000.0,,27000000.0,-2000000.0,,,611000000.0,649000000.0,649000000.0,,35417000000.0,19328000000.0,2919000000.0,,,,-913000000.0,27000000.0,22233000000.0,17011000000.0,-10760000000.0,-190000000.0,25000000.0,1814000000.0,1814000000.0,-473000000.0,6793000000.0,6251000000.0,681000000.0,,-250000000.0,,542000000.0,3197000000.0,,,,,,,-190000000.0,-1440000000.0,-278000000.0,-15440000000.0,-2000000.0,967000000.0,28000000.0,5222000000.0,-4680000000.0,468000000.0
GS,2009-06-30,3M,USD,,,35417000000.0,-375000000.0,-950000000.0,-26204000000.0,141000000.0,12823000000.0,,-13240000000.0,23059000000.0,79000000.0,10616000000.0,-19907000000.0,-19907000000.0,-5425000000.0,8422000000.0,,-13240000000.0,,5866000000.0,0.0,,,,527000000.0,527000000.0,,22177000000.0,-26204000000.0,12448000000.0,,,,141000000.0,5866000000.0,2042000000.0,7264000000.0,-8895000000.0,-18000000.0,5866000000.0,3435000000.0,3435000000.0,512000000.0,-19669000000.0,-1631000000.0,1170000000.0,,-353000000.0,,-18038000000.0,12823000000.0,,,,,,,-18000000.0,-464000000.0,-375000000.0,-21711000000.0,-9574000000.0,976000000.0,22000000.0,,-12816000000.0,439000000.0
GS,2009-09-30,3M,USD,,,22177000000.0,-424000000.0,-355000000.0,-5966000000.0,-528000000.0,7332000000.0,,838000000.0,-436000000.0,3085000000.0,7484000000.0,-8086000000.0,-8086000000.0,1286000000.0,3333000000.0,,838000000.0,,196000000.0,0.0,,,,373000000.0,373000000.0,,23015000000.0,-5966000000.0,6908000000.0,,,,-528000000.0,196000000.0,3417000000.0,3417000000.0,-6084000000.0,-2000000.0,196000000.0,3188000000.0,3188000000.0,-104000000.0,-6043000000.0,-2667000000.0,362000000.0,,-422000000.0,0.0,-3376000000.0,7332000000.0,,,,,0.0,,-2000000.0,-501000000.0,-424000000.0,-9460000000.0,0.0,397000000.0,2000000.0,,-3376000000.0,438000000.0
GS,2009-12-31,3M,USD,,,23015000000.0,-479000000.0,-355000000.0,-9986000000.0,-261000000.0,25523000000.0,,15276000000.0,-1581000000.0,-21364000000.0,124935000000.0,-1542000000.0,-1542000000.0,2264000000.0,19948000000.0,,15276000000.0,,171000000.0,0.0,,,,394000000.0,394000000.0,,38291000000.0,-9986000000.0,25044000000.0,,,,-261000000.0,171000000.0,2438000000.0,2438000000.0,-9946000000.0,-11000000.0,171000000.0,4948000000.0,4948000000.0,199000000.0,-6877000000.0,-7508000000.0,88000000.0,,-449000000.0,0.0,631000000.0,25523000000.0,,,,,0.0,0.0,-11000000.0,-317000000.0,-479000000.0,10926000000.0,0.0,516000000.0,30000000.0,,631000000.0,664000000.0
GS,2010-03-31,3M,USD,,,38291000000.0,-278000000.0,-363000000.0,-2757000000.0,-966000000.0,-7504000000.0,,-11227000000.0,-9593000000.0,11056000000.0,-11625000000.0,-1793000000.0,-1793000000.0,-1540000000.0,-13495000000.0,,-11227000000.0,,138000000.0,-2269000000.0,,,,375000000.0,375000000.0,,27064000000.0,-2757000000.0,-7782000000.0,,,,-966000000.0,138000000.0,8147000000.0,7622000000.0,-7464000000.0,-699000000.0,-2131000000.0,3456000000.0,3456000000.0,-17000000.0,371000000.0,158000000.0,353000000.0,,-250000000.0,,213000000.0,-7504000000.0,,,,,,,-699000000.0,-864000000.0,-278000000.0,-7776000000.0,-2269000000.0,847000000.0,28000000.0,525000000.0,-312000000.0,2160000000.0
GS,2010-06-30,3M,USD,,,27064000000.0,-174000000.0,-359000000.0,-4692000000.0,276000000.0,9953000000.0,,5537000000.0,-1080000000.0,7089000000.0,-2803000000.0,5056000000.0,5056000000.0,204000000.0,8466000000.0,,5537000000.0,,112000000.0,0.0,,,,440000000.0,440000000.0,,32601000000.0,-4692000000.0,9779000000.0,,,,276000000.0,112000000.0,4515000000.0,3648000000.0,-8522000000.0,-54000000.0,112000000.0,613000000.0,613000000.0,483000000.0,-3491000000.0,-4874000000.0,453000000.0,,-153000000.0,,1383000000.0,9953000000.0,,,,,,,-54000000.0,-384000000.0,-174000000.0,-8006000000.0,0.0,867000000.0,21000000.0,867000000.0,516000000.0,434000000.0
